id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	duels
68262	1	"68262-razorglaive-sentinel"	14	[]	4	1626	1	"Alex Horley Orlandelli"	4	5	4	"칼날검 파수병"	"내가 내 손에서 가장 오른쪽 또는 왼쪽에 있는 카드를 낸 후에, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a28133736c736a0c7a286676e0125e17e49a32ee3f10408970156470a480439.png"	""	"모든 것을 갖춘 늑대인간을 위한 더 많은 발톱입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e6861ffc379d7368a0f36db80ee0c6206eb32267e9cdf2eb7f345f19a8afd904.png"	{"relevant":true,"constructed":true}
79934	1	"79934-kaelthas-sinstrider"	12	[]	4	1691	5	"James Ryman"	7	4	8	"캘타스 신스트라이더"	"내 턴마다 세 번째로 내는 하수인들의 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58375bc854d6edf7b2bdc430c55b6770c7fd53e3e7f65f19f37ea735b167573a.png"	""	"캘타스 소식 들었어? 대박."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3cf61800dd3d9f17a511b19d5d16eb5015368467d73717607d8aff4e56f5ceea.png"	{"relevant":true,"constructed":true}
64728	1	"64728-cornelius-roame"	12	[]	4	1578	5	"Rafael Zanchetin"	5	4	6	"코넬리우스 롬"	"각 플레이어의 턴이 시작될 때와 끝날 때, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1264c8c4a6da2b9c0a1f38adc8b386a93f40880c244055ab4e6f1622c0d3f0ce.png"	""	"평범한 두 딸을 키운 가장이었습니다. 하지만 죽은 딸이 스톰윈드에 파멸을 몰고 왔죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7daf48ce15cbb886cff6db34199c9cfc1ab3661ed089bdb528913f5a1ebb798d.png"	{"relevant":true,"constructed":true}
46079	1	"46079-kobold-monk"	12	[]	4	1004	3	"Sam Nielson"	6	3	4	"코볼트 수도사"	"내 영웅이 주문이나 영웅 능력의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30dd778b7f941bb26c4c1bb261ddf004a1f66719348ab0ee143ae391177268e7.png"	""	"양초는 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb3df84419d355796d94bf66ba899ef10b6bac80349ecaf634271a8c2a4bcc06.jpg"	{"relevant":true,"constructed":true}
43269	1	"43269-kobold-barbarian"	10	[]	4	1004	3	"Mike Sass"	4	4	3	"코볼트 야만용사"	"내 턴이 시작될 때, 무작위 적을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/729c4993456237779c0951c054d4b425a42286dec069cb54dc935ad6a18e5630.png"	""	"코볼트가 언제 죽는다고 생각하나? 양초가 녹았을 때? 아니. 양초 만들기에 실패했을 때? 아니. 양초 도둑들의 웃음소리를 들었을 때? 아니!!... 그냥 때가 됐을 때다!!!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb799fb73007dca2a998c17e65521071303699a915c8fec81e3e89c1ae23cba9.jpg"	{"relevant":true,"constructed":true}
78113	1	"78113-kotori-lightblade"	5	[]	4	1658	5	"Hideaki Takamura"	3	2	2	"코토리 라이트블레이드"	"이 하수인에게 신성 주문을 시전한 후에, 다른 아군 하수인에게 다시 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/027eb58eee1d2641a4f1434e712f077e2bab05c3859c8ff004de2ae6ba4da518.png"	""	"치유가 필요합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/38470a38eda9335e9c3474a8e92a7fce7685a070d9df17b2e8f5753a40185447.png"	{"relevant":true,"constructed":true}
791	1	"791-questing-adventurer"	12	[]	4	3	3	"Attila Adorjany"	2	2	3	"퀘스트 중인 모험가"	"내가 카드를 낼 때마다 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21aee1d6d0dee33a3ac9438b19c5e5d291e2fe9ce0d183f3e8caee8a26ddb736.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0828edbaabeab43398f39169aaba331936e86d6d784bd5bd5d44b420040b5b09.png"	"\"멧돼지 모피 남으시는 분? 마지막 1개가 안나오네요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/292e4f21450b0440d1639b549ca8aa881b7d7dea56fc084ea47503051c20b91b.png"	{"relevant":true,"constructed":true}
63010	1	"63010-tavish-stormpike"	3	[]	4	1525	5	"Jim Nelson"	5	2	3	"타비쉬 스톰파이크"	"아군 야수가 공격한 후에, 내 덱에서 그 야수보다 비용이 (1) 낮은 야수를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f634ebe242c1580b784fd698495dc03b0f977bb099597531613ebabc92bb58f1.png"	""	"\"이봐, 서둘러! 곧 몰려올 거야! 뱀들이 가득하다고! 귀엽게 생겼을 지는 몰라도 분노로 가득한 저 눈을 잘 보라고!\" — 타비쉬 스톰파이크"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b3cf854457b527f718c068bedb8613b2b262ac70bc8f7e1c73594e59cd4c30c.png"	{"relevant":true,"constructed":true}
1932	1	"1932-cogmaster"	12	[]	4	13	1	"Trent Kaniuga"	2	1	1	"톱니장인"	"내 전장에 기계가 있으면 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2f21d8042e779bccee70fa38cbefa4319eee314cf4abc4b444fe2cb05059104.png"	""	"톱니바퀴, 체인 기어가 사라졌다는 건, 곧 로봇과 거미 전차들이 득시글거릴 거란 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/060f6f355e0e623b5935e5f71fcaf8c84e069fa9278be5b352cb9fb1af600f1e.png"	{"relevant":true,"constructed":true}
1122	1	"1122-venture-co-mercenary"	12	[]	4	3	1	"John Polidora"	6	7	5	"투자개발회사 용병"	"내 하수인들의 비용이 (3) 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9e0521dd3abdfa9600c66591734570371340934bcfab6b8f03d580cd7dbaa2a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/808a0a33c521f94c8d7476b970837f90c56619e6679e2411b3dec6bc324cc1aa.png"	"감당할 수 없는 일은 없습니다. 감당할 수 없는 돈도 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4696ba55546ee108db67fce8255ba3180f70494130b079b8c91231cd9eba30b8.png"	{"relevant":true,"constructed":true}
138	1	"138-doomsayer"	12	[]	4	3	4	"Alex Horley Orlandelli"	7	0	2	"파멸의 예언자"	"내 턴이 시작될 때, <b>모든</b> 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/751eaf5d139bd9c80dc3ddcb43c1bdaffc1e741b4c9f04641a7ab7364e271fc4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/67bed654e2c5d8d4b363ccfc2f9fbb500cee4ed4b7389770217ffac29029f4d8.png"	"그의 예언은 가끔씩 들어맞습니다. 특히 대격변이 한창인 와중에 자신에게 파멸이 찾아올 거라는 말은 분명히 맞았습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ffc6fbf919d50292f7063956a7300fd6d29d447f13d1de370361d013a4f8d94.png"	{"relevant":true,"constructed":true}
77306	1	"77306-pelagos"	6	[]	4	1691	5	"Arthur Gimaldinov"	6	1	3	"펠라고스"	"내가 아군 하수인에게 주문을 시전한 후에 그 하수인의 능력치를 공격력과 생명력 중 더 높은 수치로 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18ce5aa3c0b4491e669d3e9bd55a14c25f46b3654566d16a72412acc411b4c85.png"	""	"성품이 뛰어납니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8afddd0c5b97967c8e733919fb2be2f2de072b9934d99ccecc36b5e0baa07847.png"	{"relevant":true,"constructed":true}
71241	1	"71241-boomkin"	2	[]	4	1626	3	"BOSi Studio"	5	4	5	"폭발야수"	"<b>선택 -</b> 내 영웅의 생명력을 8 회복시킵니다. 또는 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1aaa87bab162da409a78adf3791752651ed1f89024bc74119c787eeb1d18e0c2.png"	""	"일부 드루이드들은 자연과 비전이 조화를 이룬 상태를 균형이라고 합니다. 하지만, 상대편과 자신의 생명력의 균형에 더 신경쓰는 이들도 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/efa82d181bed535da4fbdc512089943f1662926fbf0fcff1d995ab7d57a955ca.png"	{"relevant":true,"constructed":true}
84765	1	"84765-bloodied-knight"	12	[]	4	1776	1	"BOSi Studio"	5	4	3	"피 칠갑 기사"	"내 턴이 끝날 때, 내 영웅에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e15d253e45e2ddaa09b90b217fe90d207eb2effcb51465da13e164a04ca25de1.png"	""	"서리바람 설인은 절대 이렇게 배신하지 않을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3cfada34d006b096e9a2a64713d752102632b7ab73953a9bd2e36f3cd1785909.png"	{"relevant":true,"constructed":true}
2043	1	"2043-ships-cannon"	12	[]	4	13	1	"Warren Mahy"	3	2	2	"함포"	"내 해적이 소환된 후에, 무작위 적에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba08af1e6b17329a17aa89eb10877deca62cb895e40ad57de00c12686d71cae7.png"	""	"누군가 \"포탄이다!\"라고 외치는 소리를 들었다면, 곧 흠뻑 젖거나 납작해질 거란 뜻입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da815cbc4a7016be038e3d57de1fb6d34437fac10a1364bfa31815a23337d12c.png"	{"relevant":true,"constructed":true}
38312	1	"38312-yshaarj-rage-unbound"	12	[]	4	21	5	"Samwise"	10	10	10	"해방된 분노 이샤라즈"	"내 턴이 끝날 때, 내 덱에서 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cb3dfd25a44f694598481554de01a667481ceddbc3446184896164ccd98241a7.png"	""	"분노를 받아들이라고 하지만 정작 자신은 분노를 해방하고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b14d2e7dd59ea6f4244e2ad7c15d3fb066b2a6384ce17a5dbee70cebabac2e4.jpg"	{"relevant":true,"constructed":true}
70231	1	"70231-blood-guard"	12	[]	4	1626	1	"L. Lullabi & K. Turovec"	7	4	5	"혈투사"	"이 하수인은 피해를 받을 때마다 아군 하수인들에게 공격력을 +1 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4ffccc6558f05f6b0be9c802305a748b219e08cbff0a597bd7416b731967b71.png"	""	"헌혈을 한 적이 없고 앞으로도 할 계획이 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7150b01fca8b520496968296a5d65ee9158add467dcb2228b97379553b591a7.png"	{"relevant":true,"constructed":true}
38868	1	"38868-twilight-elder"	12	[]	4	21	1	"Tooth"	4	3	3	"황혼의 장로"	"내 턴이 끝날 때, 내 크툰에게 +1/+1을 부여합니다. <i>(어디에 있든)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d0790617b48dc627051ce0f7eb2097d0459ff1102a713bbe7ecdaf62f3058a8.png"	""	"요즘 황혼의 젊은이들은 이해할 수가 없다니까요. 만화책이니, 록 음악이니..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7522a8dde234a844a8b9ad456724323e2c8cb7a86ee125a0a4137a76f2bef6c3.jpg"	{"relevant":true,"constructed":true}
2036	1	"2036-burly-rockjaw-trogg"	12	[]	4	13	1	"Aleksi Briclot"	5	3	4	"힘센 바위턱트로그"	"상대편이 주문을 시전할 때마다 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/580c35d6ab13a68e8033ccac3fdb2d6994c9567f9ed8b6cf65f5a0afedff5bab.png"	""	"크로스핏 덕분이라네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/badb70236df796c9da94ce3a527420e3431c3cfff4a72f060c0881055074cdab.jpg"	{"relevant":true,"constructed":true}
