id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	duels
56873	1	"56873-feast-of-souls"	14	[]	6	5	1463	3	"Anton Zemskov"	1	"영혼의 향연"	"이번 턴에 죽은 아군 하수인의 수만큼 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ecce53f7711eb154bb106d277a416ca58496d5e00d52ef072727d93da6ace23b.png"	""	"그야말로 영혼에 위안을 주는 맛이네요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cbfd1bbba5dcca5d5deb19f98b7eff09afde75cca5a7a276f49eb356850c9c9b.png"	{"relevant":true,"constructed":true}
943	1	"943-blessing-of-kings"	5	[]	5	5	1635	2	"Lucas Graciano"	4	"왕의 축복"	"하수인에게 +4/+4를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6271dd60b0762599209f864c108f7c18c6def5c9c7cb23ab557384efdadc438c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/254531b9418549fd8f75a6fba093ae60a0e169306d456031b4c7b8de49e233ec.png"	"여태까지 암살당한 왕이 몇 명인데, 정말 그들의 축복을 받고 싶으세요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39436bb12293d70739ee95fc7f9df2f49c1651e727e4873b8ea5542a248b5ce4.png"	{"relevant":true,"constructed":true}
53442	1	"53442-puzzle-box-of-yogg-saron"	4	[]	6	5	1158	4	"Kagi"	10	"요그사론의 수수께끼 상자"	"무작위 주문을 10회 시전합니다. <i>(대상은 무작위로 선택)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06af2b28ae6b24e49e430635935783e1cfb0d437df341e53e9a160fda03ff917.png"	""	"\"리노! 그 상자에서 손 떼요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63fdb478823f38a6252c0605faed78bc8d770ff04b69f55d651b115d3f77b086.png"	{"relevant":true,"constructed":true}
45271	1	"45271-dragons-fury"	4	[]	2	5	1004	4	"Andrew Hou"	5	"용의 분노"	"내 덱의 주문을 공개해 그 주문의 비용만큼 <b>모든</b> 하수인에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2bbb84fd7942f62206d77f09b81c85103536a23f51df372d06c41248bf6cd5f8.png"	""	"\"괜찮아, 허클먹. 동전 하나 가져가도 절대 눈치 못 챌 걸?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b041e6da3b528ce9869cf414a3ee6c06c896dcf7f752fb294f7d1c472cb931fe.png"	{"relevant":true,"constructed":true}
23	1	"23-bane-of-doom"	9	[]	6	5	3	4	"Raymond Swanland"	5	"운명의 파멸"	"캐릭터에게 피해를 3 줍니다. 이 피해로 대상이 죽으면, 무작위 악마를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/659e0dcbeb55967c2fe1934b105603df17f0db0f4799858f79cb8bef67b9980d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e03a169d70273da84c6f4727433d329a05f3f40f6775b87f2caff9539aaf492c.png"	"임프도 악마입니다. 현명하게 선택하세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14212dd3d3b7eb805d049e31dc8645732026924c06f5fccea17133a96f418927.png"	{"relevant":true,"constructed":true}
38262	1	"38262-primal-fusion"	8	[]	4	5	21	1	"Jimmy Lo"	1	"원시의 힘"	"하수인에게 내 토템 하나당 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8fce136f3adb6a293794223fe11bb85e5d8a15e0a51747f0a4e3aa391dbfe709.png"	""	"골체와 다바나가 이번 연휴에 신상 대지의 토템을 선보입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/31f70475bbe8ef817f40cd84276d4e89a727d57a13cf675b4a718c69770f60dc.png"	{"relevant":true,"constructed":true}
61449	1	"61449-lunar-eclipse"	2	[]	1	5	1466	1	"Jun Yan"	2	"월식"	"하수인에게 피해를 3 줍니다. 이번 턴에 내가 시전하는 다음 주문의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81aac220ec1f9c5e000ddcf186397391bd0245e39416d3a6cd84bbbd9556ed89.png"	""	"아제로스가 태양과 달 사이에 위치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17bc74de18b0fa167cf64c3c00cb6ba27e1b1addaa5cb11ed59bee63d9a4d7f8.png"	{"relevant":true,"constructed":true}
41878	1	"41878-meteor"	4	[]	2	5	27	4	"Matt Gaser"	6	"유성"	"하수인에게 피해를 15 주고 그 양옆의 하수인들에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e46ce8d3c096a5c2360f5c24ef6b0164984e157a54726bae28dcc76ccef221e8.png"	""	"공룡들을 반드시, 완벽하게 모조리 다 죽여야 할 때 사용합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6937c2ae5e1e18468c34433d69f257fb7ccecf5b4017945bdf9b24f3b2569966.png"	{"relevant":true,"constructed":true}
95	1	"95-nourish"	2	[]	4	5	3	3	"Terese Nielsen"	5	"육성"	"<b>선택 -</b> 마나 수정을 2개 얻습니다. 또는 카드를 3장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0eb17068d5595f094e042274c8a94e44fa95a6e978dbc5bea5485fc57fbf265.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7eb5f74460900b53ba3aefc8c43e720c8010207b033735bef0e6165e36b651b.png"	"드루이드는 많은 것에서 힘을 얻습니다. 자연, 종달새의 지저귀는 소리, 초콜릿 케이크."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6fd9bc3be65d51605d7bb46efa9276065bb5981e6dace75a0c64db3f6dcfc99.png"	{"relevant":true,"constructed":true}
1809	1	"1809-reincarnate"	8	[]	4	5	12	1	"Dan Scott"	1	"윤회"	"하수인을 처치하고, 그 하수인을 최대 생명력으로 다시 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3084a4fa78a3ba8243133c33ae90333450c9922c6e549698a32f1eb057347e4c.png"	""	"여러분, 술사님 윤회 있으시답니다. 뛰지 마세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ff8b642d86a634f385eef91b3844f4cca78b1e853b1f49e71d68a6b6b897351.png"	{"relevant":true,"constructed":true}
62889	1	"62889-silverleaf-poison"	7	[]	4	5	1525	1	"Alex Horley Orlandelli"	1	"은엽수잎 독"	"내 무기에 \"내 영웅이 공격한 후에, 카드를 뽑음\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a1ce75f930882ebfbca6280c4d7f45c32a427e061a285eee730bd8fabce5d92a.png"	""	"카자쿠스는 최근 들어 더욱 직접적인 방법들을 사용했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5b1170e600dc30c2a4f568bd1d685a6f2e50f5774cea9bf3efd565f77d8c8e42.png"	{"relevant":true,"constructed":true}
1174	1	"1174-avenging-wrath"	5	[]	5	5	3	4	"Alex Garner"	6	"응징의 격노"	"모든 적에게 8의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98132a809f6bdd856865f9f10f8ed80185908a64fa08ccd9600ba6ecafe87b26.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee8f948336d1231d66a1f246ca824f3ad348f55379b990e8065db31d7fbe8f21.png"	"쿠쾅쾅쾅쾅쾅쾅쾅!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb7370829ec0399b45ea6e99c9d5c6bc5d94ace50b21894394a5af4f9036ebac.png"	{"relevant":true,"constructed":true}
61436	1	"61436-idol-of-yshaarj"	6	[]	6	5	1466	4	"Agatha Zhou"	8	"이샤라즈의 우상"	"내 덱에서 하수인을 복사하여 10/10 하수인으로 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e5f08f9ad79b1f77c0a16676fdc9714f2730aef8cc5c5a8ccf5cbf0aab541e3.png"	""	"혓바닥 없이도 귓가에 속삭이며, 목소리 없이도 온 천지를 메아리치게 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28ae3fcd9b55e8f8e13a6432be919501e8341235c97fe2c37d00e829f52e3cff.png"	{"relevant":true,"constructed":true}
79748	1	"79748-dew-process"	2	[]	4	5	1691	3	"Konstantin Turovec"	2	"이슬 절차"	"이번 게임 동안 각 플레이어가 자신의 턴이 시작될 때, 카드를 1장 더 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f9b228379952f68617783d077a42f36a187746e1108e7944128c4b82f20e4c3d.png"	""	"이슬이 되기 위한 절차의 일부입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c493a8cd017ae64b5495c68daba6ee0044a320db1a069c0839aaa3f233582474.png"	{"relevant":true,"constructed":true}
61450	1	"61450-solar-eclipse"	2	[]	4	5	1466	1	"Jun Yan"	2	"일식"	"이번 턴에 내가 시전하는 다음 주문을 2번 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bdf4fad67cafeea213f421c3dc45f5b0cb74bae2ac9c4c5eaa8cf7a2a12f6d94.png"	""	"달이 태양과 아제로스 사이에 위치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9f975c11e71c27a59a828e36072d0ef97e9793487c2f76c8dc68f8539d740f0b.png"	{"relevant":true,"constructed":true}
59221	1	"59221-initiation"	6	[]	6	5	1443	3	"Arthur Gimaldinov"	6	"입단 절차"	"하수인에게 피해를 4 줍니다. 이 피해로 그 하수인이 죽으면, 그 하수인을 새로 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f7f2c06eecd407d8ba3689d9c62bcdf6c7001f7c09df8a72f5a2975a3858f77.png"	""	"멀록이 스칼로맨스에서 졸업하기 위해 통과해야 하는 절차입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00bf74de86b7e61b14b2caf1c47bda44b11da7276ccfa8f118589b4e3b9cc1fc.png"	{"relevant":true,"constructed":true}
233	1	"233-naturalize"	2	[]	4	5	3	1	"Leo Che"	1	"자연화"	"하수인을 처치합니다. 상대편이 카드를 2장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e6f3bcd007f6f4350d4023405ab2819189b68519b8f10fad8d7ae3a6ba07b36.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b5d4a8200eb39b0175fa39f8cf9c39bd9858133c7361bc91676bb11acbd3ba8.png"	"<i>자연으로 돌아가거라.</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b91efd05a47c3d12f9b35404e8400f13e50ad1d8257668601af3ec60df2f8f15.png"	{"relevant":true,"constructed":true}
1995	1	"1995-recycle"	2	[]	4	5	13	3	"Efrem Palacios"	6	"재활용"	"적 하수인을 상대편의 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb98b02cb570f226c3399ce5ce7246f988900d1789a7d59424ff0fba6cbc63d6.png"	""	"흔해 빠진 카드 한 장 줍고 보면 자연보호"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c02e70e27afe4ad0b2ec563e9ff29f81e87a6ca83b357a17672671f68c7518d.png"	{"relevant":true,"constructed":true}
84219	1	"84219-from-de-other-side"	8	[]	6	5	1776	3	"Anton Zemskov"	10	"저편에서"	"내 손에 있는 모든 하수인을 복사하여 소환합니다. 그 하수인들은 무작위 적 하수인들을 공격한 후에 죽습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44dd1abe1d809957ea39527f0ef37fbd915a20ff31b7f7f38c594f9ae990a23c.png"	""	"이게 요즘 시대에 걸맞은 원격 공격인가...?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9642be9732aac8ee72abfba5df2e48201786f3815ede7b000a913a0bf97fd1c.png"	{"relevant":true,"constructed":true}
98053	1	"98053-resistance-aura"	5	[]	5	5	1637	1	"Tanamaes Leejierasaes"	2	"저항의 오라"	"상대편의 주문의 비용이 (1) 증가합니다. 3턴 동안 지속됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd769864e522a04976fddf1d88764a7e21f13f4b4e781c166c4581a794567fcd.png"	""	"야수 퇴치에 완벽합니다. 특히 작은 야수들 말이죠. 더 정확히 말하자면 아주 작은 곤충이에요. 바로 개미에 저항합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/67b2115abee2e4c2c471c932fa9a867bf4ebbb988cd385b8fc7fa90e72844a50.png"	{"relevant":true,"constructed":true}
79745	1	"79745-theft-accusation"	6	[]	6	5	1691	3	"Anzka Nguyen"	1	"절도 고발"	"하수인을 선택합니다. 내가 복사해온 상대편의 카드를 낸 후에, 그 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86eb7b5bcbbfc21dcf107d4b3d248e3b3d91fa24d76b067bf22ae0eb55f24dd9.png"	""	"네가 내 바지를 가져갔지?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa2f9fe7b3392628e98c960c7008846b1f3334f669c8e53f99d2167ac517b431.png"	{"relevant":true,"constructed":true}
64434	1	"64434-ignite"	4	[]	2	5	1578	4	"Arthur Bozonnet"	2	"점화"	"피해를 줍니다. 피해를 1 더 주는 점화를 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ca49798c02d91e781514c858ad9a53536dd06f29ca24aec470de9545e0b5bb9.png"	""	"\"그래서 난 죽음의 폐광에서 밴클리프를 궁지에 몰아넣었지. 그리고 놈에게 최후를 선사하려던 그 순간... <킁킁> 이건 무슨 냄새지?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cfbb1105b3105f6f5819b61747aa7ebc923a1bdf53846114cb0073f481ff137d.png"	{"relevant":true,"constructed":true}
45979	1	"45979-psionic-probe"	6	[]	6	5	1004	1	"Mauricio Herrera"	1	"정신 관찰"	"상대편의 덱에서 주문을 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b3425bc4cc892632857a203ad9c6a885662696164a4d61b2b083c82bf5d5d2f.png"	""	"그보다 \"정신 간지럽히기\"라고 부르는 편입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d9d8bc06b8b5122e8e7a99662f731293cd6a60d26f3e992d5b4a89ca4c6784e.png"	{"relevant":true,"constructed":true}
545	1	"545-mind-blast"	6	[]	6	5	1635	1	"Dave Allsop"	2	"정신 분열"	"적 영웅에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ab6412559c9be2fab224788878883134c811ad7c6810d9c1dd4eb2af9c547e1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/65e17ad1b3b85df6cfdab206e1fa834e6b9a89e22b59419b48ad568b276aa8c4.png"	"멘붕이 아닙니다. 정붕입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b75d837e2a52c9d69e25d86fe414c246b83713d057db3f8105705988abae1a22.png"	{"relevant":true,"constructed":true}
86621	1	"86621-mind-sear"	6	[]	6	5	1776	1	"Mooncolony "	1	"정신 불태우기"	"하수인에게 피해를 2 줍니다. 그 하수인이 죽으면, 적 영웅에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9d5eec0fdd7774eff359d8f489d5f704159203a99e065479df9836381c12140.png"	""	"야, 타."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/916b45c09e77190d862afe90ac6938ed4972b71c4246f6cfd343158f940f1135.png"	{"relevant":true,"constructed":true}
254	1	"254-innervate"	2	[]	4	5	1635	2	"Doug Alexander"	0	"정신 자극"	"이번 턴에만 마나 수정을 1개 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa218ba384f6d449cb0fa72944f7eabba591f559000f13a86d74d7d6fc826c51.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df6380c5e2fe09b43d477aeb669585f91a51e4f44c39ce32d40360e7863b5385.png"	"드루이드라면 누구나 한 번쯤 \"자극 주세요!!\" 소리를 들어보셨을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/603c6da3133b0bfcdc267898cabda4167402e4c8ca7a4ab43d7c1e5466a7ebf8.png"	{"relevant":true,"constructed":true}
8	1	"8-mind-control"	6	[]	6	5	1635	2	"Sean O’Daniels"	10	"정신 지배"	"적 하수인을 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45e1c9afb88dbca651c20f6cc092a412d8ebdcb029ec9fde6a1ce23bf3cd060c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49608fa1a41e744132d0cd97c25f7fd6005fcde7728cd41f4b02667dc2f3f725.png"	"\"당하면 멘탈이 붕괴되는 기술\" 1위 후보에 오른 영광스러운 주문입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60b2ab11df7379c041a93e9b04a5fa88cb93a0a4e0a869e346aa37080231e351.png"	{"relevant":true,"constructed":true}
65591	1	"65591-righteous-defense"	5	[]	5	5	1578	3	"Samche Chen"	3	"정의의 방어"	"하수인의 공격력과 생명력을 1로 만듭니다. 감소된 능력치를 내 손에 있는 하수인에게 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1c1fa5dbfd3a0d9a0ad02200478aea7197b0893eaf8cea0294db12e07180a763.png"	""	"누군가의 영감과 능력치를 뺏는 게 성기사라니..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f89050f6f07b543e7cca3cb8efc746d71ced7128879fb3342103a35a2781d89e.png"	{"relevant":true,"constructed":true}
86092	1	"86092-shadow-of-demise"	7	[]	6	5	1776	5	"Anton Zemskov"	0	"종말의 그림자"	"내가 주문을 시전할 때마다 그 카드로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29e93b7d9ae5a5104621862c5c3badbd2d7933a9c07735c73d676417d3ca798c.png"	""	"내가 주문을 시전할 때마다, 그 카드 설명으로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/05c54c5cdfab31b7290a13231c4aa869d5fa785b831b89c4f378e2e00a4a5c44.png"	{"relevant":true,"constructed":true}
52262	1	"52262-tome-of-intellect"	4	[]	1	5	1635	1	"Derk Venneman"	1	"지식의 고서"	"무작위 마법사 주문을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a0d3a793e685bf82651d7e00755f5e6d9979ace6dd0f459a443c5d102493e6c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/858cdd6ec9d7e74f98936d7e2c64013628f016caf83d6a11fbaad3b8e94cf74b.png"	"지식의 냅킨을 차곡차곡 쌓으면 만들 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39e86d26b8169058e6fb5fc4d0d8f3c889898efae2bef9873c0d48547ad30471.png"	{"relevant":true,"constructed":true}
64393	1	"64393-fel-barrage"	14	[]	7	5	1578	1	"Zoltan Boros"	2	"지옥 포화"	"생명력이 가장 낮은 적에게 피해를 2 줍니다. 2번 발동합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/26bb38db6473778889718641c9f3d1d9733ab2467d78a5f21bbc3397d1dd6cb2.png"	""	"쿨트러스는 묘비를 뛰어넘고 악마의 침략자에게 지옥 마법을 날리면서 이렇게 말했습니다. \"빵야 빵야!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e24561188c2f85bcdeb6ee894db0f5597a27c59c5ce9dfb7454ed291cf85ed09.png"	{"relevant":true,"constructed":true}
70003	1	"70003-felfire-in-the-hole"	9	[]	7	5	1626	4	"Jakub Kasper"	5	"지옥불 폭발!"	"주문을 뽑고 모든 적에게 피해를 2 줍니다. 그 주문이 지옥 주문이면 피해를 1 더 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/22b9929083c2d26b5b8b6d0837d78e02825ad3797e91f3801a924791060cbcdf.png"	""	"겁내지 말게, 어리석은 친구들이여. 적들이 지옥불에도 쓰러지지 않는다는 건 황당한 얘기니."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c5cd78415b2ca0f9ac6a60d8b3389dabbfe4bf8fd3f49699c9df0b9b5162dd8b.png"	{"relevant":true,"constructed":true}
950	1	"950-hellfire"	9	[]	2	5	1635	2	"Chippy"	3	"지옥의 불길"	"<b>모든</b> 캐릭터에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/871e84deacf487b5e4c8844d926eb30392d3ae6fac8c0042c00a8b6fd0f2fa3e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60ec2263f53f9d199ff6a74d1033f88df0c3c8de6be325f45403606a8fd2e4ea.png"	"흑마법사를 신뢰할 수 없는 대표적인 이유로 이 주문을 꼽을 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5f171717267d086235dd34f50ba0d1d9935c312c01339ea2ea8ffa319ad3edc.png"	{"relevant":true,"constructed":true}
54160	1	"54160-earthquake"	8	[]	4	5	1158	3	"Zoltan Boros"	7	"지진"	"<b>모든</b> 하수인에게 피해를 5 줍니다. 그 후에 <b>모든</b> 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1965972f5d24a2ef4cd1029e24f499f3ede6eab7a3da3b082836b56530c57de3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a30d9bbd456fd7453231ac11a1c98693ccd426f4599d648294d73e24d3dcb8b5.png"	"5252, 믿고 있었다고!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1190e834b5703045772c7f6796ccdc1ab5889827a31df9bfd8bf00c833758ce3.png"	{"relevant":true,"constructed":true}
1373	1	"1373-blessing-of-wisdom"	5	[]	5	5	3	1	"Chippy"	1	"지혜의 축복"	"하수인을 선택합니다. 그 하수인이 공격할 때마다 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e65933f16ecc4d896a5d30f1a01c06f3809605613cce0a231aba73152b538a6f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82af2b83ef81941c330ff7d0c43507805c60d0b66afee533c5df3d274c0b0132.png"	"이게 어떤 지혜인지는 모르겠지만, 일단 매 턴마다 한 번씩 공격해야 할 것 같군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c1133d204980b0c501d907ab4adbdcaa163605b3d23036ba92dfea919f65f7f.png"	{"relevant":true,"constructed":true}
72632	1	"72632-the-fires-of-zin-azshari"	10	[]	2	5	1658	4	"Zoltan Boros"	2	"진아즈샤리의 불바다"	"내 덱을 비용이 (5) 이상인 하수인들로 교체합니다. 그 하수인들의 비용이 (5)가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5b4dd17c63830c5a8e15e753af5ed1077914e90c5e7f592a04328ec8e41377bf.png"	""	"정말 뜨끈한 온탕이군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b00f07385c9a86242dfe33c7681ac7966f73c87012fbd04278b1f47fcd6d1a0.png"	{"relevant":true,"constructed":true}
38266	1	"38266-evolve"	8	[]	4	5	21	3	"Luca Zontini"	1	"진화"	"내 하수인들을 비용이 (1) 높은 무작위 하수인으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bb621380a090724e2bcfc93d0b543102cedc1d3a3661322c4d274ddb348bed7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8cd455fd57f00adde04d94e54b97b106e07f9720280256a1f93c9aefbac6cdaa.png"	"진화할 수밖에 없을 것 같아!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7432ac86f60c37d0af67b5ab0884d1c86e3f7fc2e4e4088d275cbd212fbdf56a.png"	{"relevant":true,"constructed":true}
61947	1	"61947-rally"	12	[5,6]	5	5	1466	3	"Anton Zemskov"	4	"집결!"	"비용이 1, 2, 3인 아군 하수인을 하나씩 부활시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/51b2abcd7986760f3bb354028e714ca885e22237e3a9476c1dd24ac35cfd5817.png"	""	"모두 모두 모여라, 하나 둘 셋!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/804bd7688f5429bfaa6ca0cce35fdce7c9620040381f4762d9e81b85f6105794.png"	{"relevant":true,"constructed":true}
67892	1	"67892-sigil-of-reckoning"	14	[]	7	5	1626	4	"Zoltan Boros"	5	"징벌의 인장"	"내 다음 턴이 시작될 때, 내 손에 있는 무작위 악마를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fbc1afc8702a67a551999ff8f2ed631caf2b21b024b5fede6beeb9d9e58a1bda.png"	""	"\"그러니까 이 부분은 위험하다는 얘기군.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ef58926df39eab3a37b8e5afebf9181acc80292abf01739b23b8f796257bc03.png"	{"relevant":true,"constructed":true}
836	1	"836-wrath"	2	[]	4	5	3	1	"Raymond Swanland"	2	"천벌"	"<b>선택 -</b> 하수인에게 피해를 3 줍니다. 또는 피해를 1 주고 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30796214afe2c24607978d39deccb97a351fa3a095435535c0f7969711a6b641.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/79806e1d184b72c94a702267f7c2a13c5bfff6c9e41d981914f38a0aa9a4826c.png"	"톱니항 여관에서 들리는 말에 의하면 이 카드가 너무 좋고, 전설급이 아닌 게 이상하다는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9aa80f1187f511b4d12fd0dacb36da89b17b42c26f0b35d81149a8739c64a5ff.png"	{"relevant":true,"constructed":true}
250	1	"250-hammer-of-wrath"	5	[]	5	5	1635	2	"Efrem Palacios"	3	"천벌의 망치"	"피해를 3 줍니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d68cffafe8ce91554addae5139202261bcc20374df3b58f7ce973675da18d0da.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5682d78f3959efd24089b5423a78b31ff562329bf2015ce20607f55771e92929.png"	"훌륭한 성기사는 다양한 도구를 소지하고 다닙니다. 천벌의 망치, 복수의 집게, 정의의 쇠톱 등등..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad0a98eee4b29185eb0b6d45bd40409cb517b93ad696a8cb92b255ace0e48e4c.png"	{"relevant":true,"constructed":true}
73424	1	"73424-holy-maki-roll"	5	[]	5	5	1658	3	"Grace Liu"	1	"천상의 김밥"	"생명력을 2 회복시킵니다. 이번 턴에 반복할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4ebb6c66bffc0fdb053530ebac8ba94245ca5aeea9a2df8797b88bb43f14f48.png"	""	"한 줄에 10마나라니..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/afd87c35c482360d707dbd2e7b76559f7472581d7f24d16bc16d690746854b4b.png"	{"relevant":true,"constructed":true}
