id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	duels
73799	1	"73799-helmet-hermit"	12	[]	20	4	1658	3	"Melvin Chan"	3	4	1	"투구 소라게"	"공격할 수 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98d6f82f0baf9b9d89cb124ad4f5815ac5bfdec7c5bc156d3f9b158587bd7c51.png"	""	"더 놀리면 어떻게 폭발할지 모르니 건드리지 마세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2007d68774d6a90205d33415272abbf9e8ea37ee27951873de2f764f4a56bf8e.png"	{"relevant":true,"constructed":true}
41954	1	"41954-tyrantus"	2	[]	20	4	27	5	"Chris Rahn"	12	12	10	"티란투스"	"주문이나 영웅 능력의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d312a71286e5de403c6608968b1abb2f1a2563c098c370793529979bee8d8bb8.png"	""	"수만 년에 걸쳐 진화한 결과, 이들은 오늘날의 요정용이 되었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f66db59c3493ec69bd656c5c5a6a95af18d326436388995eb07f2efca0f28c0.png"	{"relevant":true,"constructed":true}
979	1	"979-demolisher"	12	[]	17	4	3	3	"Raymond Swanland"	4	1	3	"파괴전차"	"내 턴이 시작될 때, 무작위 적에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be21db2e3c21766fb1dcf4ccf0ecc5502a64532c459e53caadb46ab00f9fe7ab.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e6f5b100d40a21a2ba03d1ad840ee733f514f4e4db3bfa3db7b902d23deaba2b.png"	"모두 나는 탈것을 타고 다니는 지금은 설 곳을 잃은 녀석입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/07c4e02d93d7351cd4954580f4860686a5d713c1d194fdb42df9b0b8bf57ce68.png"	{"relevant":true,"constructed":true}
42756	1	"42756-doomed-apprentice"	4	[]	11	4	1001	3	"Alex Horley Orlandelli"	2	3	3	"파멸의 수습생"	"상대편의 주문의 비용이 (1) 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3fc788f0933cf4a71dcb379e741ebc4df46f442f3ce1a37fdaf91d2db6fa88c0.png"	""	"제이나처럼 되고 싶다고 하더니 결국..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d51460350e950c56b4458ca53f26c624ad6e22bd171be84fe01c08b7dfa825d.png"	{"relevant":true,"constructed":true}
84370	1	"84370-arms-dealer"	12	[]	11	4	1776	1	"Luca Zontini"	2	1	1	"팔 관리사"	"내가 언데드를 소환한 후에, 그 언데드에게 공격력을 +1 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b4cad91bb8c99def264b85eaac13256f25bab2865b60abd826f432f4cd71410d.png"	""	"손 필요하세요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c1d2d1f71b4b8ac5aefdc0f568da1510b7a27527cdc8553ee372f135b41898a2.png"	{"relevant":true,"constructed":true}
61972	1	"61972-runaway-blackwing"	12	[]	24	4	1466	3	"Andrew Hou"	9	9	9	"폭주하는 검은날개"	"내 턴이 끝날 때, 무작위 적 하수인에게 피해를 9 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90323134b1117ace1303abaf981556fbb3be561ce880da175a9f7b09164dbc43.png"	""	"아제로스 경주 리그의 무사고 기록은 현재 5분을 돌파하고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3c187d85734a997e9089e6ffb6b56d3c4d655aaa5fc4dfb2fbfe023b1657190.png"	{"relevant":true,"constructed":true}
42442	1	"42442-cobalt-scalebane"	12	[]	24	4	1001	1	"Jim Nelson"	5	5	5	"푸른비늘혈족 맹독전사"	"내 턴이 끝날 때, 다른 무작위 아군 하수인에게 공격력을 +3 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1fdb4aaaee965cdfc200702c10e049654cae7567e33f325e4d8a4abac0729813.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8410d741187894c126d4bd5b38ba74e682b48c972326db9751bf2e9cd59cb456.png"	"너도 칼! 너도 칼! 모두에게 칼!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39819747d5a7274fbe86f39b204fe21960f6f7ecc1b60ab9e06f97cbd3650f9e.png"	{"relevant":true,"constructed":true}
59720	1	"59720-blood-herald"	14	[3,14]	11	4	1443	1	"Ivan Fomin"	1	1	5	"피의 전령"	"내 손에 이 카드가 있으면, 아군 하수인이 죽을 때마다 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96fadf13d308f61b33423a51032b13dbc028b32fa654e1b09fd3fb73b3f55ae9.png"	""	"\"빨간 피가 날개를 펼쳐줘요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a79e319d75761d5b0caf656b8832dc436136956c2a2731919eccb125b8a7e237.png"	{"relevant":true,"constructed":true}
42783	1	"42783-happy-ghoul"	12	[]	11	4	1001	3	"Matt Dixon"	3	3	3	"행복한 구울"	"이번 턴에 내 영웅의 생명력이 회복되었으면, 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3c0aef59a56d091a9cf6ea98cf6814d25dcf4b2566b2f03aef5cdb8d697321f.png"	""	"눈이 내린 날에는 강아지처럼 들뜹니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/463564e5d600cdbc5b647e8f7aa48b86c32d25e9ca926f1f96643d28b3d9a984.png"	{"relevant":true,"constructed":true}
64893	1	"64893-bloodbound-imp"	9	[]	15	4	1578	1	"L. Lullabi & K. Turovec"	5	2	2	"혈속박 임프"	"이 하수인이 공격할 때마다 내 영웅에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2634bc75adca221236a6f24e775466f056242bfd48323ab2c607b23de78ff047.png"	""	"이용 약관을 꼭 읽으세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a63e307f06ccb49612b5a5aa8c7303f372a7bf7b1d1c228cf155fd6e49611446.png"	{"relevant":true,"constructed":true}
59452	1	"59452-lake-thresher"	12	[]	20	4	1443	1	"James Ryman"	6	4	5	"호수 트레샤돈"	"공격하는 대상 양옆의 하수인들에게도 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30db3089773e45ad82442cee3c9ba5b68b79dcf1d63f58a74825c0d04276d863.png"	""	"\"호수에 괴물이 있다고?!\" \"괴물이 아니라 개리야.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e228ed9600831677d80598745ba8d003f26e2b5c983cd1296bd406986866dc81.png"	{"relevant":true,"constructed":true}
38916	1	"38916-addled-grizzly"	2	[]	20	4	21	3	"Andrew Hou"	3	2	2	"혼란스러운 드루이드"	"내가 야수를 소환한 후에, 그 야수에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da839991dc9ca6d43edfa9782466a2792af2e684531e24e9c4c94f79456516ab.png"	""	"곰으로 변신한 채로 너무 오래 있으면 고대 신의 속삭임에 더 쉽게 홀린다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7599a0b28e3076ef22cc1788971b768668fe397e31468d56dc25d1b80582e6a4.png"	{"relevant":true,"constructed":true}
1688	1	"1688-angry-chicken"	12	[]	20	4	3	3	"Mike Sass"	1	1	1	"화난 닭"	"피해를 받은 상태면 공격력을 +5 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e84157ab56a8496fdfe8d9f0666dc50c24973d6971b34ffd47e293254010efc6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69de2cea9ca06fd0f8d09f26d76275d1a0e7f14da17c9addcdb53ad0831706f1.png"	"완전히 격노한 닭보다 무시무시한(또는 황당한) 야수는 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/616511304db1e27c145d34164d7390e338410aecad8f77460bc58dda6d6f40f5.png"	{"relevant":true,"constructed":true}
64278	1	"64278-cargo-guard"	10	[]	23	4	1578	3	"Jialuan Li & Junru Zhuo"	4	2	3	"화물 경비병"	"내 턴이 끝날 때, 방어도를 +3 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/544df20b6c0dc00bb464ae37b854067af10e16b06f95d9e10eac61366bcc27ba.png"	""	"철통 방어의 일등 공신입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97320b7ae434f5a48dd3c52981b43ea85b950a43b1bfecc8aa72dc3623d467d8.png"	{"relevant":true,"constructed":true}
2007	1	"2007-vitality-totem"	8	[]	21	4	13	3	"Guangjian Huang"	3	0	2	"활력의 토템"	"내 턴이 끝날 때, 내 영웅의 생명력을 4 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a064cf51fea688168d2c9de6c7b63215246a91123660afc07e3315fd6c1ae95.png"	""	"가끔 5일장에 출현하는 토템 깎는 노인에게서 살 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96b442dc4447a7022117d68c3965dc853fff958398115b09e64ea40672ae4a17.jpg"	{"relevant":true,"constructed":true}
39002	1	"39002-duskboar"	12	[]	20	4	21	1	"Samwise"	1	4	2	"황혼멧돼지"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3061fbf7078ff0f5be41d46f373977bb87dfc035c8798314314a16a9290c3ac.png"	""	"고대 신의 영향을 받든 안 받든 포악한 건 마찬가지군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63a0893a8262b0dce18a0c230022f52634674393bb3d9938cd3cab2c84c99280.jpg"	{"relevant":true,"constructed":true}
606	1	"606-timber-wolf"	3	[]	20	4	1635	2	"Malcolm Davis"	2	1	1	"회갈색 늑대"	"내 다른 야수들이 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d126173676b0b8190c05ece66f0fe41465b78f789701ab3f70c9c91158d32df.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/12ab70f82e120bdc06412ce151b78d268306305080b7b87caa4284e617e7ec39.png"	"다른 야수들의 사랑을 독차지한답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/16cb028f301afce64f6a96a310aa1aade09dd24c8c129d170c7fb1defe4bf6a6.png"	{"relevant":true,"constructed":true}
86439	1	"86439-spectral-trainee"	4	[]	11	4	1776	3	"Sergey Tsvelykh"	4	1	3	"훈련생 유령"	"내가 주문을 시전한 후에, 모든 적 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99810b800b4dba276d1b908924b5c65b9a788f572f3ca0b7673acf6e5f88a99e.png"	""	"스칼로맨스를 수석으로 졸업해 낙스라마스에서 영원히 유학할 수 있는 장학금을 받았습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40a95bc4cfb34d2b3c3acac81bd0e1a42cb9c44be6903d9ff12625ea99fd8b4c.png"	{"relevant":true,"constructed":true}
42398	1	"42398-wretched-tiller"	12	[]	11	4	1001	1	"J. Axer"	1	1	1	"흉측한 농사꾼"	"이 하수인은 공격할 때마다 적 영웅에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45d10d175947475b9594fb8f3c55e30a296511f8a63dc89ab2d1e2c200c6feb0.png"	""	"만년설을 경작하다보면 당신도 흉측해질 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fc597d257924418a730022b47f7bcfa841b4d52c6d264786d3789fca4670d40b.png"	{"relevant":true,"constructed":true}
71944	1	"71944-vicious-slitherspear"	12	[]	92	4	1658	3	"BOSi Studio"	3	1	1	"흉포한 갈퀴창날"	"내가 주문을 시전한 후에, 내 다음 턴까지 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e2ff82c39c5807889eca770fad71745e89f9c18d4cce3a8fda7acc946e165e65.png"	""	"소개팅 앱에서 'S2갈퀴창날S2'라는 닉네임을 쓰고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb1fc6a8f1dacee8a385d147a751055e130034e7ebad0fe4eb7d311fceb3715c.png"	{"relevant":true,"constructed":true}
46892	1	"46892-shimmering-courser"	12	[]	20	4	1004	4	"Eva Widermann"	3	3	4	"희미하게 빛나는 군마"	"나만이 주문이나 영웅 능력의 대상으로 지정할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f654b6e88790e8dd953c9cdc50be19dcb7d430e5028676a450636ce25cf8c85.png"	""	"희미하게 빛나는 군마, 아주 빛나는구나."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4cccdbe833dc439a15b9562bbc231b5fe0e0e27b370200f6d00dd771cf542245.jpg"	{"relevant":true,"constructed":true}
